Query ID  Percent Positive Matches
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  31239/31249 (99%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  12561/15722 (80%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  11517/14600 (79%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  11215/14469 (78%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  11165/14471 (77%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  11165/14471 (77%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  985/1392 (71%)
KM349742.1 Betacoronavirus HKU24 strain HKU24-R05005I, complete  54/59 (92%)
NC_006577.2 Human coronavirus HKU1, complete genome  25342/26847 (94%)
NC_006577.2 Human coronavirus HKU1, complete genome  11821/14890 (79%)
NC_006577.2 Human coronavirus HKU1, complete genome  12017/15245 (79%)
NC_006577.2 Human coronavirus HKU1, complete genome  11168/14474 (77%)
NC_006577.2 Human coronavirus HKU1, complete genome  11168/14474 (77%)
NC_006577.2 Human coronavirus HKU1, complete genome  11167/14474 (77%)
NC_006577.2 Human coronavirus HKU1, complete genome  11167/14475 (77%)
NC_006577.2 Human coronavirus HKU1, complete genome  182/231 (79%)
NC_006577.2 Human coronavirus HKU1, complete genome  182/231 (79%)
NC_006577.2 Human coronavirus HKU1, complete genome  102/132 (77%)
NC_006577.2 Human coronavirus HKU1, complete genome  95/123 (77%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  25343/26848 (94%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  25343/26848 (94%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  11855/14886 (80%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  12057/15251 (79%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  11214/14468 (78%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  11214/14468 (78%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  11214/14469 (78%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  11213/14468 (78%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  1381/1900 (73%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  1227/1737 (71%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  516/730 (71%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  76/93 (82%)
MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome  98/128 (77%)
NC_012936.1 Rat coronavirus Parker, complete genome  11907/14767 (81%)
NC_012936.1 Rat coronavirus Parker, complete genome  12057/15251 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  12017/15245 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  12017/15245 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  11517/14600 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  11517/14600 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  11516/14600 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  11515/14600 (79%)
NC_012936.1 Rat coronavirus Parker, complete genome  940/1294 (73%)
NC_012936.1 Rat coronavirus Parker, complete genome  642/868 (74%)
NC_012936.1 Rat coronavirus Parker, complete genome  408/555 (74%)
NC_012936.1 Rat coronavirus Parker, complete genome  408/555 (74%)
NC_012936.1 Rat coronavirus Parker, complete genome  100/127 (79%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  3739/5161 (72%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  3739/5161 (72%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  2662/3720 (72%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  1577/2199 (72%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  1234/1734 (71%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  186/236 (79%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  186/236 (79%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  74/93 (80%)
NC_025217.1 Bat Hp-betacoronavirus/Zhejiang2013, complete genome  74/93 (80%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  11356/14551 (78%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  7921/10012 (79%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  6480/8208 (79%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  381/524 (73%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  450/628 (72%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  279/383 (73%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  410/581 (71%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  162/216 (75%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  407/582 (70%)
NC_039207.1 Betacoronavirus Erinaceus/VMC/DEU/2012 isolate  37/39 (95%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  11356/14551 (78%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  11476/14856 (77%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  8038/9958 (81%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  1380/1899 (73%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  940/1294 (73%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  927/1288 (72%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  1056/1518 (70%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  337/453 (74%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  336/453 (74%)
NC_019843.3 Middle East respiratory syndrome coronavirus, complete  34/35 (97%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  10562/13411 (79%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  8037/9957 (81%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  6482/8210 (79%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  1582/2204 (72%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  1582/2204 (72%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  1296/1820 (71%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  1296/1820 (71%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  728/983 (74%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  641/867 (74%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  1224/1734 (71%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  651/900 (72%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  334/457 (73%)
NC_009020.1 Bat coronavirus HKU5-1, complete genome  102/131 (78%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  10563/13412 (79%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  11482/14862 (77%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  7926/10017 (79%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  2473/3509 (70%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  1110/1536 (72%)
NC_009019.1 Bat coronavirus HKU4-1, complete genome  396/544 (73%)
NC_030886.1 Rousettus bat coronavirus isolate GCCDC1 356, complete  7556/9963 (76%)
NC_030886.1 Rousettus bat coronavirus isolate GCCDC1 356, complete  1111/1537 (72%)
NC_030886.1 Rousettus bat coronavirus isolate GCCDC1 356, complete  649/898 (72%)
NC_030886.1 Rousettus bat coronavirus isolate GCCDC1 356, complete  1057/1519 (70%)
NC_009021.1 Bat coronavirus HKU9-1, complete genome  7553/9960 (76%)
NC_009021.1 Bat coronavirus HKU9-1, complete genome  2664/3722 (72%)
NC_009021.1 Bat coronavirus HKU9-1, complete genome  2664/3722 (72%)
NC_009021.1 Bat coronavirus HKU9-1, complete genome  413/582 (71%)
NC_004718.3 SARS coronavirus, complete genome  14359/17346 (83%)
NC_004718.3 SARS coronavirus, complete genome  3739/5161 (72%)
NC_004718.3 SARS coronavirus, complete genome  3739/5161 (72%)
NC_004718.3 SARS coronavirus, complete genome  1295/1819 (71%)
NC_004718.3 SARS coronavirus, complete genome  38/40 (95%)
NC_004718.3 SARS coronavirus, complete genome  37/41 (90%)
NC_004718.3 SARS coronavirus, complete genome  31/32 (97%)
NC_004718.3 SARS coronavirus, complete genome  31/32 (97%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  7362/9960 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  7362/9960 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  6185/8312 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  7319/10004 (73%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  6173/8336 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  6064/8188 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  6105/8302 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  5388/7245 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  5515/7432 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  5823/7918 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  5361/7249 (74%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  6100/8397 (73%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  3655/5101 (72%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  1260/1737 (73%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  1260/1737 (73%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  84/101 (83%)
NC_028811.1 BtMr-AlphaCoV/SAX2011, complete genome  100/127 (79%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7306/9767 (75%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7312/9841 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7253/9839 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7240/9841 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7223/9855 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7197/9835 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7197/9835 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7223/9874 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6397/8642 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6164/8326 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6164/8326 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  7125/9790 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6173/8383 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6160/8375 (74%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  6088/8387 (73%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  4995/7075 (71%)
NC_028833.1 BtNv-AlphaCoV/SC2013, complete genome  92/115 (80%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  25145/25471 (99%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  24585/25483 (96%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  7483/9816 (76%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  6630/8831 (75%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  7218/9850 (73%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  5357/7245 (74%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  5946/8173 (73%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  5931/8173 (73%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  5355/7320 (73%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  5126/7064 (73%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  4714/6704 (70%)
KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete  3575/5127 (70%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  27075/27997 (97%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  25145/25471 (99%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  7585/9915 (77%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  6672/8832 (76%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  7237/9838 (74%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5513/7430 (74%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5994/8153 (74%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5994/8153 (74%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5963/8165 (73%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5951/8166 (73%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5375/7313 (73%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  5154/7056 (73%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  4727/6696 (71%)
KX580958.1 Porcine epidemic diarrhea virus strain PC22A-P140.BI,  3608/5133 (70%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7516/9809 (77%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7583/9913 (76%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7484/9817 (76%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7353/9788 (75%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7323/9896 (74%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  7229/9880 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  6544/8906 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  5824/7919 (74%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  6095/8347 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  6095/8347 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  6120/8404 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  5972/8187 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  3082/4276 (72%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  3650/5154 (71%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  281/385 (73%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  42/47 (89%)
NC_009657.1 Scotophilus bat coronavirus 512, complete genome  42/47 (89%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6401/8646 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6545/8888 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6545/8888 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6156/8343 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6156/8343 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  6543/8905 (73%)
NC_009988.1 Bat coronavirus HKU2, complete genome  5421/7375 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  5380/7318 (74%)
NC_009988.1 Bat coronavirus HKU2, complete genome  5373/7312 (73%)
NC_009988.1 Bat coronavirus HKU2, complete genome  5357/7322 (73%)
NC_009988.1 Bat coronavirus HKU2, complete genome  4024/5358 (75%)
NC_009988.1 Bat coronavirus HKU2, complete genome  3837/5088 (75%)
NC_009988.1 Bat coronavirus HKU2, complete genome  2596/3573 (73%)
NC_009988.1 Bat coronavirus HKU2, complete genome  413/582 (71%)
AY567487.2 Human Coronavirus NL63, complete genome  13334/15954 (84%)
AY567487.2 Human Coronavirus NL63, complete genome  13334/15954 (84%)
AY567487.2 Human Coronavirus NL63, complete genome  10495/14040 (75%)
AY567487.2 Human Coronavirus NL63, complete genome  7371/9913 (74%)
AY567487.2 Human Coronavirus NL63, complete genome  7366/9964 (74%)
AY567487.2 Human Coronavirus NL63, complete genome  6162/8324 (74%)
AY567487.2 Human Coronavirus NL63, complete genome  6153/8340 (74%)
AY567487.2 Human Coronavirus NL63, complete genome  6070/8461 (72%)
AY567487.2 Human Coronavirus NL63, complete genome  5035/7047 (71%)
AY567487.2 Human Coronavirus NL63, complete genome  4145/5785 (72%)
AY567487.2 Human Coronavirus NL63, complete genome  432/569 (76%)
AY567487.2 Human Coronavirus NL63, complete genome  434/572 (76%)
AY567487.2 Human Coronavirus NL63, complete genome  180/229 (79%)
AY567487.2 Human Coronavirus NL63, complete genome  180/229 (79%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  20112/20596 (98%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  11008/14304 (77%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  11008/14304 (77%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  9334/12677 (74%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  7319/10004 (73%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  6160/8375 (74%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  5951/8166 (73%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  5973/8188 (73%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  5928/8170 (73%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  4027/5361 (75%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  5052/7133 (71%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  3598/5099 (71%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  1165/1605 (73%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  434/572 (76%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  434/572 (76%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  335/451 (74%)
KY073745.1 NL63-related bat coronavirus strain BtKYNL63-9b, complete  408/579 (70%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  20112/20596 (98%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  10998/14308 (77%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  10998/14308 (77%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  8168/11082 (74%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  6171/8381 (74%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  6107/8304 (74%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  5975/8173 (73%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  5964/8166 (73%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  5226/7061 (74%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  6123/8407 (73%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  5944/8171 (73%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  3835/5086 (75%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  5047/7132 (71%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  4958/7026 (71%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  1206/1662 (73%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  432/569 (76%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  432/569 (76%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  334/451 (74%)
KY073746.1 NL63-related bat coronavirus strain BtKYNL63-15, complete  407/582 (70%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  13334/15954 (84%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  13334/15954 (84%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  11003/14299 (77%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  10995/14305 (77%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  9382/12590 (75%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  6053/8103 (75%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  6189/8324 (74%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  7196/9834 (73%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  6543/8886 (74%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  5998/8157 (74%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  5977/8151 (73%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  6094/8346 (73%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  4725/6371 (74%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  5127/7136 (72%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  1261/1738 (73%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  529/734 (72%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  186/236 (79%)
KY073744.1 NL63-related bat coronavirus strain BtKYNL63-9a, complete  186/236 (79%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  7529/9920 (76%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  7578/10061 (75%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  6047/8497 (71%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  5048/7060 (72%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  5048/7060 (72%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  4734/6668 (71%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  4959/7027 (71%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  4725/6694 (71%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  3081/4275 (72%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  4710/6700 (70%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  3608/5081 (71%)
KP849472.1 Alphacoronavirus 1 strain 23/03, complete genome  3596/5097 (71%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  11344/14198 (80%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  7606/9893 (77%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  5126/6395 (80%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  5124/6398 (80%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  5065/6344 (80%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  5063/6383 (79%)
NC_011547.1 Bulbul coronavirus HKU11-934, complete genome  2998/4127 (73%)
